text,clean,casefolding,tokenize,stopwords,stemming
"b'salah alamat karena mnrt sy bkn ke eksekutif yg utama tapi legislatif, baru lembaga lain nya nyusul\n\n20A 28d 28 A. Ranah ptun, loss/damages sdh ada (data bocor), kerugian sdh ada jg dlm hal teror (mental health assess dgn econ), demand, restore the oversight mechanism frm dpr'",salah alamat karena mnrt sy bkn ke eksekutif yg utama tapi legislatif baru lembaga lain nyaA Ranah ptun lossdamages sdh ada data bocor kerugian sdh ada jg dlm hal teror mental health assess dgn econ demand restore the oversight mechanism frm dpr,salah alamat karena mnrt sy bkn ke eksekutif yg utama tapi legislatif baru lembaga lain nyaa ranah ptun lossdamages sdh ada data bocor kerugian sdh ada jg dlm hal teror mental health assess dgn econ demand restore the oversight mechanism frm dpr,"['salah', 'alamat', 'karena', 'mnrt', 'sy', 'bkn', 'ke', 'eksekutif', 'yg', 'utama', 'tapi', 'legislatif', 'baru', 'lembaga', 'lain', 'nyaa', 'ranah', 'ptun', 'lossdamages', 'sdh', 'ada', 'data', 'bocor', 'kerugian', 'sdh', 'ada', 'jg', 'dlm', 'hal', 'teror', 'mental', 'health', 'assess', 'dgn', 'econ', 'demand', 'restore', 'the', 'oversight', 'mechanism', 'frm', 'dpr']","['salah', 'alamat', 'mnrt', 'sy', 'bkn', 'eksekutif', 'yg', 'utama', 'legislatif', 'lembaga', 'nyaa', 'ranah', 'ptun', 'lossdamages', 'sdh', 'data', 'bocor', 'kerugian', 'sdh', 'jg', 'dlm', 'teror', 'mental', 'health', 'assess', 'dgn', 'econ', 'demand', 'restore', 'the', 'oversight', 'mechanism', 'frm', 'dpr']",salah alamat mnrt sy bkn eksekutif yg utama legislatif lembaga nyaa ranah ptun lossdamages sdh data bocor rugi sdh jg dlm teror mental health assess dgn econ demand restore the oversight mechanism frm dpr
b'data bocor\nganti nomor',data bocornganti nomor,data bocornganti nomor,"['data', 'bocornganti', 'nomor']","['data', 'bocornganti', 'nomor']",data bocornganti nomor
"b'@tvindonesiawkwk ""Jangan cetak sertifikat vaksin jadi kartu fisik, nanti datanya bocor dan dijual""\n\n""Gblk, data kita udah jadi sampah dari dulu kali. Wake up, bitch!"" https://t.co/rWvc85jQr5'", Jangan cetak sertifikat vaksin jadi kartu fisik nanti datanya bocor dan dijualnnGblk data kita udah jadi sampah dari dulu kali Wake up bitch , jangan cetak sertifikat vaksin jadi kartu fisik nanti datanya bocor dan dijualnngblk data kita udah jadi sampah dari dulu kali wake up bitch ,"['jangan', 'cetak', 'sertifikat', 'vaksin', 'jadi', 'kartu', 'fisik', 'nanti', 'datanya', 'bocor', 'dan', 'dijualnngblk', 'data', 'kita', 'udah', 'jadi', 'sampah', 'dari', 'dulu', 'kali', 'wake', 'up', 'bitch']","['cetak', 'sertifikat', 'vaksin', 'kartu', 'fisik', 'datanya', 'bocor', 'dijualnngblk', 'data', 'udah', 'sampah', 'kali', 'wake', 'up', 'bitch']",cetak sertifikat vaksin kartu fisik data bocor dijualnngblk data udah sampah kali wake up bitch
"b""kamu order, jika melanggar maka garansi akan hangus\n\xe2\x98\x85 App yang membutuhkan data/email cust, TIDAK akan bocor, mohon dipastikan terlebih dahulu tidak ada typo \n\xe2\x98\x86 Proses orderan dikerjakan sesuai antrian, so be patient &amp;&amp; don't be rush OK\n\n\xe2\x80\x94 HAPPY SHOPPING ! \xe2\x98\x86\xe2\x98\x85\n\xc2\xa9 sunqtaro""",kamu order jika melanggar maka garansi akanApp yang membutuhkan dataemail cust TIDAK akan bocor mohon dipastikan terlebih dahulu tidak ada typoProses orderan dikerjakan sesuai antrian so be patient ampamp dont be rushHAPPY SHOPPING sunqtaro,kamu order jika melanggar maka garansi akanapp yang membutuhkan dataemail cust tidak akan bocor mohon dipastikan terlebih dahulu tidak ada typoproses orderan dikerjakan sesuai antrian so be patient ampamp dont be rushhappy shopping sunqtaro,"['kamu', 'order', 'jika', 'melanggar', 'maka', 'garansi', 'akanapp', 'yang', 'membutuhkan', 'dataemail', 'cust', 'tidak', 'akan', 'bocor', 'mohon', 'dipastikan', 'terlebih', 'dahulu', 'tidak', 'ada', 'typoproses', 'orderan', 'dikerjakan', 'sesuai', 'antrian', 'so', 'be', 'patient', 'ampamp', 'dont', 'be', 'rushhappy', 'shopping', 'sunqtaro']","['order', 'melanggar', 'garansi', 'akanapp', 'membutuhkan', 'dataemail', 'cust', 'bocor', 'mohon', 'typoproses', 'orderan', 'sesuai', 'antrian', 'so', 'be', 'patient', 'ampamp', 'dont', 'be', 'rushhappy', 'shopping', 'sunqtaro']",order langgar garansi akanapp butuh dataemail cust bocor mohon typoproses order sesuai antri so be patient ampamp dont be rushhappy shopping sunqtaro
b'@karirfess sebenarnya gak boleh baru tahap awal sudah suruh ngirim berkas kayak gini karena banyak kasus data bocor', sebenarnya gak boleh baru tahap awal sudah suruh ngirim berkas kayak gini karena banyak kasus data bocor, sebenarnya gak boleh baru tahap awal sudah suruh ngirim berkas kayak gini karena banyak kasus data bocor,"['sebenarnya', 'gak', 'boleh', 'baru', 'tahap', 'awal', 'sudah', 'suruh', 'ngirim', 'berkas', 'kayak', 'gini', 'karena', 'banyak', 'kasus', 'data', 'bocor']","['gak', 'tahap', 'suruh', 'ngirim', 'berkas', 'kayak', 'gini', 'data', 'bocor']",gak tahap suruh ngirim berkas kayak gin data bocor
"b'@Jerseyforum Maksa Yamaha supaya dia ganti ban dari Michelin ke Bridgestone karena keteteran ngelawan Stoner di tahun 2007.\n\nKarena Lorenzo, rekan setimnya waktu itu, masih pake Michelin, Yamaha harus bikin 2 ruang pit terpisah supaya data Rossi-Bridgestone gak bocor ke Lorenzo-Michelin'", Maksa Yamaha supaya dia ganti ban dari Michelin ke Bridgestone karena keteteran ngelawan Stoner di tahunLorenzo rekan setimnya waktu itu masih pake Michelin Yamaha harus bikinruang pit terpisah supaya data RossiBridgestone gak bocor ke LorenzoMichelin, maksa yamaha supaya dia ganti ban dari michelin ke bridgestone karena keteteran ngelawan stoner di tahunlorenzo rekan setimnya waktu itu masih pake michelin yamaha harus bikinruang pit terpisah supaya data rossibridgestone gak bocor ke lorenzomichelin,"['maksa', 'yamaha', 'supaya', 'dia', 'ganti', 'ban', 'dari', 'michelin', 'ke', 'bridgestone', 'karena', 'keteteran', 'ngelawan', 'stoner', 'di', 'tahunlorenzo', 'rekan', 'setimnya', 'waktu', 'itu', 'masih', 'pake', 'michelin', 'yamaha', 'harus', 'bikinruang', 'pit', 'terpisah', 'supaya', 'data', 'rossibridgestone', 'gak', 'bocor', 'ke', 'lorenzomichelin']","['maksa', 'yamaha', 'ganti', 'ban', 'michelin', 'bridgestone', 'keteteran', 'ngelawan', 'stoner', 'tahunlorenzo', 'rekan', 'setimnya', 'pake', 'michelin', 'yamaha', 'bikinruang', 'pit', 'terpisah', 'data', 'rossibridgestone', 'gak', 'bocor', 'lorenzomichelin']",maksa yamaha ganti ban michelin bridgestone keteter ngelawan stoner tahunlorenzo rekan tim pake michelin yamaha bikinruang pit pisah data rossibridgestone gak bocor lorenzomichelin
b'@chacha_p1np1n @infomalang https://t.co/IJaC3BEHtK',,,[],[],
"b'Dear angel...\nselama Mimin verifikasi jika ada data KTP bocor, atau Mimin ada cabul minta foto or video seksi, tlg QRT aja twit ini, Mimin tutup akun permanent. \xf0\x9f\x99\x8f\xf0\x9f\x99\x8f'",Dear angelnselama Mimin verifikasi jika ada data KTP bocor atau Mimin ada cabul minta foto or video seksi tlg QRT aja twit ini Mimin tutup akun permanent ,dear angelnselama mimin verifikasi jika ada data ktp bocor atau mimin ada cabul minta foto or video seksi tlg qrt aja twit ini mimin tutup akun permanent ,"['dear', 'angelnselama', 'mimin', 'verifikasi', 'jika', 'ada', 'data', 'ktp', 'bocor', 'atau', 'mimin', 'ada', 'cabul', 'minta', 'foto', 'or', 'video', 'seksi', 'tlg', 'qrt', 'aja', 'twit', 'ini', 'mimin', 'tutup', 'akun', 'permanent']","['dear', 'angelnselama', 'mimin', 'verifikasi', 'data', 'ktp', 'bocor', 'mimin', 'cabul', 'foto', 'or', 'video', 'seksi', 'tlg', 'qrt', 'aja', 'twit', 'mimin', 'tutup', 'akun', 'permanent']",dear angelnselama mimin verifikasi data ktp bocor mimin cabul foto or video seksi tlg qrt aja twit mimin tutup akun permanent
"b'@iGetHaru oalah aku juga kurang tau sebenernya, cuma aku denger-denger udah ga boleh krn data bisa bocor gituu'", oalah aku juga kurang tau sebenernya cuma aku dengerdenger udah ga boleh krn data bisa bocor gituu, oalah aku juga kurang tau sebenernya cuma aku dengerdenger udah ga boleh krn data bisa bocor gituu,"['oalah', 'aku', 'juga', 'kurang', 'tau', 'sebenernya', 'cuma', 'aku', 'dengerdenger', 'udah', 'ga', 'boleh', 'krn', 'data', 'bisa', 'bocor', 'gituu']","['oalah', 'tau', 'sebenernya', 'dengerdenger', 'udah', 'ga', 'krn', 'data', 'bocor', 'gituu']",oalah tau sebenernya dengerdenger udah ga krn data bocor gituu
"b'@JeniusConnect @rendyraffa Karena data bocor halus maka nasabah terpedaya oleh penipu. Nasbah kirain aman di jenius btpn, ga tahunya jebakan betmen.\nLogikanya gitu.\n\nJadi bukan karena ""nasabah terpedaya maka jenius btpn melindungi nasabahnya"". Ini logika terbalik, sesat pikir pembodohan publik'",Karena data bocor halus maka nasabah terpedaya oleh penipu Nasbah kirain aman di jenius btpn ga tahunya jebakan betmennLogikanya gitunnJadi bukan karena nasabah terpedaya maka jenius btpn melindungi nasabahnya Ini logika terbalik sesat pikir pembodohan publik,karena data bocor halus maka nasabah terpedaya oleh penipu nasbah kirain aman di jenius btpn ga tahunya jebakan betmennlogikanya gitunnjadi bukan karena nasabah terpedaya maka jenius btpn melindungi nasabahnya ini logika terbalik sesat pikir pembodohan publik,"['karena', 'data', 'bocor', 'halus', 'maka', 'nasabah', 'terpedaya', 'oleh', 'penipu', 'nasbah', 'kirain', 'aman', 'di', 'jenius', 'btpn', 'ga', 'tahunya', 'jebakan', 'betmennlogikanya', 'gitunnjadi', 'bukan', 'karena', 'nasabah', 'terpedaya', 'maka', 'jenius', 'btpn', 'melindungi', 'nasabahnya', 'ini', 'logika', 'terbalik', 'sesat', 'pikir', 'pembodohan', 'publik']","['data', 'bocor', 'halus', 'nasabah', 'terpedaya', 'penipu', 'nasbah', 'kirain', 'aman', 'jenius', 'btpn', 'ga', 'tahunya', 'jebakan', 'betmennlogikanya', 'gitunnjadi', 'nasabah', 'terpedaya', 'jenius', 'btpn', 'melindungi', 'nasabahnya', 'logika', 'terbalik', 'sesat', 'pikir', 'pembodohan', 'publik']",data bocor halus nasabah daya tipu nasbah kirain aman jenius btpn ga tahu jebak betmennlogikanya gitunnjadi nasabah daya jenius btpn lindung nasabah logika balik sesat pikir bodoh publik
"b'@Telkomsel Bener2 dah isinya template semua :(\n1. Dm sesuai perintah di tweet (topic data bocor)\n2. Respon template (topic sms spam nomor aktivasi), minta data diri\n3. Template ganti cs \nGausah deh gajadi'",dah isinya template semuaDm sesuai perintah di tweet topic dataRespon template topic sms spam nomor aktivasi minta dataTemplate ganti cs nGausah deh gajadi,dah isinya template semuadm sesuai perintah di tweet topic datarespon template topic sms spam nomor aktivasi minta datatemplate ganti cs ngausah deh gajadi,"['dah', 'isinya', 'template', 'semuadm', 'sesuai', 'perintah', 'di', 'tweet', 'topic', 'datarespon', 'template', 'topic', 'sms', 'spam', 'nomor', 'aktivasi', 'minta', 'datatemplate', 'ganti', 'cs', 'ngausah', 'deh', 'gajadi']","['dah', 'isinya', 'template', 'semuadm', 'sesuai', 'perintah', 'tweet', 'topic', 'datarespon', 'template', 'topic', 'sms', 'spam', 'nomor', 'aktivasi', 'datatemplate', 'ganti', 'cs', 'ngausah', 'deh', 'gajadi']",dah isi template semuadm sesuai perintah tweet topic datarespon template topic sms spam nomor aktivasi datatemplate ganti cs ngausah deh gajadi
"b'SUBES !! HALLO SUBES !! \n""Kebenaran akan datang pada waktu yg tepat"" \nDr case ini ada bbrp point : \n- Verif itu bukan soal cara, tapi OKNUM. Gw verif pakai ktp, tdk ada data bocor, krn kredibilitas. Tdk ada angel yg rendahkan harkat dan martabatnya \xf0\x9f\x91\x87\xf0\x9f\x91\x87 https://t.co/wTV5Z6xFyW'",SUBESHALLO SUBESnKebenaran akan datang pada waktu yg tepat nDr case ini ada bbrp pointn Verif itu bukan soal cara tapi OKNUM Gw verif pakai ktp tdk ada data bocor krn kredibilitas Tdk ada angel yg rendahkan harkat dan martabatnya,subeshallo subesnkebenaran akan datang pada waktu yg tepat ndr case ini ada bbrp pointn verif itu bukan soal cara tapi oknum gw verif pakai ktp tdk ada data bocor krn kredibilitas tdk ada angel yg rendahkan harkat dan martabatnya,"['subeshallo', 'subesnkebenaran', 'akan', 'datang', 'pada', 'waktu', 'yg', 'tepat', 'ndr', 'case', 'ini', 'ada', 'bbrp', 'pointn', 'verif', 'itu', 'bukan', 'soal', 'cara', 'tapi', 'oknum', 'gw', 'verif', 'pakai', 'ktp', 'tdk', 'ada', 'data', 'bocor', 'krn', 'kredibilitas', 'tdk', 'ada', 'angel', 'yg', 'rendahkan', 'harkat', 'dan', 'martabatnya']","['subeshallo', 'subesnkebenaran', 'yg', 'ndr', 'case', 'bbrp', 'pointn', 'verif', 'oknum', 'gw', 'verif', 'pakai', 'ktp', 'tdk', 'data', 'bocor', 'krn', 'kredibilitas', 'tdk', 'angel', 'yg', 'rendahkan', 'harkat', 'martabatnya']",subeshallo subesnkebenaran yg ndr case bbrp pointn verif oknum gw verif pakai ktp tdk data bocor krn kredibilitas tdk angel yg rendah harkat martabat
b'@bonvoyajeon Tp kl aku kasih ripiw pasti aku pilih tanpa uname. Masa data kita bocor \xf0\x9f\xa4\x94', Tp kl aku kasih ripiw pasti aku pilih tanpa uname Masa data kita bocor , tp kl aku kasih ripiw pasti aku pilih tanpa uname masa data kita bocor ,"['tp', 'kl', 'aku', 'kasih', 'ripiw', 'pasti', 'aku', 'pilih', 'tanpa', 'uname', 'masa', 'data', 'kita', 'bocor']","['tp', 'kl', 'kasih', 'ripiw', 'pilih', 'uname', 'data', 'bocor']",tp kl kasih ripiw pilih uname data bocor
b'Teror Penagihan hingga Ancaman Data Pribadi Bocor https://t.co/CbHB2J1tp8',Teror Penagihan hingga Ancaman Data Pribadi Bocor ,teror penagihan hingga ancaman data pribadi bocor ,"['teror', 'penagihan', 'hingga', 'ancaman', 'data', 'pribadi', 'bocor']","['teror', 'penagihan', 'ancaman', 'data', 'pribadi', 'bocor']",teror tagih ancam data pribadi bocor
"b'@rindubulanq @New_boyz_Sby tambahan tips, kalo ada keperluan yang mengharuskan memberikan KTP, jangan lupa foto KTPnya di kasi watermark dulu, dikasih nama/perusahaan yang KTPnya akan kita kasih. jadi kalo ada terjadi sesuatu yg memakai KTP kita, kita tahu data KTPnya bocor dari mana.'",tambahan tips kalo ada keperluan yang mengharuskan memberikan KTP jangan lupa foto KTPnya di kasi watermark dulu dikasih namaperusahaan yang KTPnya akan kita kasih jadi kalo ada terjadi sesuatu yg memakai KTP kita kita tahu data KTPnya bocor dari mana,tambahan tips kalo ada keperluan yang mengharuskan memberikan ktp jangan lupa foto ktpnya di kasi watermark dulu dikasih namaperusahaan yang ktpnya akan kita kasih jadi kalo ada terjadi sesuatu yg memakai ktp kita kita tahu data ktpnya bocor dari mana,"['tambahan', 'tips', 'kalo', 'ada', 'keperluan', 'yang', 'mengharuskan', 'memberikan', 'ktp', 'jangan', 'lupa', 'foto', 'ktpnya', 'di', 'kasi', 'watermark', 'dulu', 'dikasih', 'namaperusahaan', 'yang', 'ktpnya', 'akan', 'kita', 'kasih', 'jadi', 'kalo', 'ada', 'terjadi', 'sesuatu', 'yg', 'memakai', 'ktp', 'kita', 'kita', 'tahu', 'data', 'ktpnya', 'bocor', 'dari', 'mana']","['tambahan', 'tips', 'kalo', 'keperluan', 'mengharuskan', 'ktp', 'lupa', 'foto', 'ktpnya', 'kasi', 'watermark', 'dikasih', 'namaperusahaan', 'ktpnya', 'kasih', 'kalo', 'yg', 'memakai', 'ktp', 'data', 'ktpnya', 'bocor']",tambah tips kalo perlu harus ktp lupa foto ktpnya kasi watermark kasih namaperusahaan ktpnya kasih kalo yg pakai ktp data ktpnya bocor
b'@HybenggQueen @Plussiena @CrimsonHeart___ @VIVlNZ Hal yang stan angin harus tau:\n- Buddy hanya berurusan dengan perusahaan\n- Alasan pemutusan kontrak\n- Trademark GFRIEND\n- Weverse Membership Refund\n- Data buddy yang bocor',Hal yang stan angin harus taun Buddy hanya berurusan dengan perusahaann Alasan pemutusan kontrakn Trademark GFRIENDn Weverse Membership Refundn Data buddy yang bocor,hal yang stan angin harus taun buddy hanya berurusan dengan perusahaann alasan pemutusan kontrakn trademark gfriendn weverse membership refundn data buddy yang bocor,"['hal', 'yang', 'stan', 'angin', 'harus', 'taun', 'buddy', 'hanya', 'berurusan', 'dengan', 'perusahaann', 'alasan', 'pemutusan', 'kontrakn', 'trademark', 'gfriendn', 'weverse', 'membership', 'refundn', 'data', 'buddy', 'yang', 'bocor']","['stan', 'angin', 'taun', 'buddy', 'berurusan', 'perusahaann', 'alasan', 'pemutusan', 'kontrakn', 'trademark', 'gfriendn', 'weverse', 'membership', 'refundn', 'data', 'buddy', 'bocor']",stan angin taun buddy urus perusahaann alas putus kontrakn trademark gfriendn weverse membership refundn data buddy bocor
